zoneIndex,x,y,z,pitch,yaw,roll
2,11195.25,75808.47,518.76,0,0,0
2,28466.28,54539.61,12055.22,0,0,0
2,15490.97,66062.56,2222.74,0,0,0
2,36017.79,61482.67,2044.52,0,0,0
2,57789.47,56483.60,15616.00,0,0,0
2,41846.11,71499.34,3043.29,0,0,0
2,42544.67,68513.11,2373.27,0,0,0
2,28621.62,46366.82,12851.61,0,0,0
2,38806.45,62748.96,2057.28,0,0,0
2,38105.48,58547.12,6227.61,0,0,0
2,42829.66,65629.79,2830.49,0,0,0
2,44412.36,41274.78,12639.22,0,0,0
2,35204.70,66540.78,1940.14,0,0,0
2,39228.61,54279.62,7884.47,0,0,0
2,40322.80,51567.68,10321.52,0,0,0
2,32295.95,68785.12,2829.51,0,0,0
2,37676.91,64013.71,3339.73,0,0,0
2,41496.89,63939.22,2323.16,0,0,0
2,37610.64,54993.16,6368.87,0,0,0
2,36356.18,52760.01,9367.11,0,0,0
2,61634.29,55446.13,14026.72,0,0,0
2,42655.90,67711.53,2380.12,0,0,0
2,33033.30,65268.69,2130.83,0,0,0
2,17518.32,64091.51,1274.42,0,0,0
2,24220.52,54541.03,10299.84,0,0,0
2,12506.41,64780.14,1418.45,0,0,0
2,15708.65,64043.86,1208.66,0,0,0
2,8002.39,52046.38,1141.70,0,0,0
2,43935.00,76408.00,10382.00,0,0,0
2,43035.00,87805.00,14178.00,0,0,0
2,40816.00,38525.00,9580.00,0,0,0
2,18885.00,72126.00,3888.00,0,0,0
2,45986.00,64978.00,7106.00,0,0,0
2,54993.00,66317.00,13362.00,0,0,0
2,27617.00,56583.00,10521.00,0,0,0
2,14561.00,67145.00,3270.00,0,0,0
2,23962.00,52159.00,8229.00,0,0,0
2,31616.14,39987.34,12170.41,0,0,0
2,32864.00,50434.00,9024.00,0,0,0
2,16632.00,48404.00,12136.00,0,0,0
2,17767.00,60829.00,1244.00,0,0,0
2,55080.00,78157.00,16086.00,0,0,0
2,41947.00,43300.00,9312.00,0,0,0
2,16636.00,61988.00,3268.00,0,0,0
2,6393.00,57547.00,1097.00,0,0,0
2,30381.00,65872.00,1412.00,0,0,0
2,41261.00,60407.00,6331.00,0,0,0
2,57256.00,47767.00,15631.00,0,0,0
2,47810.00,56564.00,11799.00,0,0,0
2,44294.00,61395.00,6966.00,0,0,0
2,38678.00,43801.00,8889.00,0,0,0
2,30258.00,53768.00,9713.00,0,0,0
2,19709.00,52166.00,10322.00,0,0,0
2,29201.00,70038.00,4126.00,0,0,0
2,25047.00,90007.00,11434.00,0,0,0
2,20588.00,72356.00,4627.00,0,0,0
2,50489.00,44921.00,10471.00,0,0,0
2,26091.00,90907.00,11650.00,0,0,0
2,22775.00,89837.00,10640.00,0,0,0
2,56346.00,66876.00,14259.00,0,0,0
2,31022.00,51406.00,9274.00,0,0,0
2,17987.00,76812.00,6513.00,0,0,0
2,52554.00,65446.00,13033.00,0,0,0
2,14943.00,69569.00,1103.00,0,0,0
2,28689.00,76745.00,8442.00,0,0,0
2,50536.00,61907.00,11847.00,0,0,0
2,31856.00,46261.00,9080.00,0,0,0
2,12630.00,64222.00,2913.00,0,0,0
2,39496.00,81281.00,10025.00,0,0,0
2,29055.00,80770.00,9204.00,0,0,0
2,54718.72,64364.02,13535.37,0,0,0
2,23927.00,90472.00,11077.00,0,0,0
2,24674.00,82456.00,9106.00,0,0,0
2,12035.00,65706.00,2216.00,0,0,0
2,44033.00,34752.00,11690.00,0,0,0
2,65030.00,62740.00,18084.00,0,0,0
2,16981.00,58776.00,2156.00,0,0,0
2,25066.00,49509.00,9169.00,0,0,0
2,27994.82,41324.64,12610.85,0,0,0
2,28268.00,83858.00,9420.00,0,0,0
2,26285.00,71943.00,6835.00,0,0,0
2,35423.00,71583.00,2143.00,0,0,0
2,42324.00,42296.00,9430.00,0,0,0
2,15234.00,47149.00,12823.00,0,0,0
2,21847.00,49315.00,9919.00,0,0,0
2,26847.00,76197.00,7948.00,0,0,0
2,43311.00,57664.00,7807.00,0,0,0
2,37963.00,72666.00,2791.00,0,0,0
2,47812.00,75489.00,10177.00,0,0,0
2,18574.00,79886.00,7679.00,0,0,0
2,10861.00,63092.00,4108.00,0,0,0
2,13397.00,71192.00,1098.00,0,0,0
2,44143.00,50388.00,9236.00,0,0,0
2,45923.00,42997.00,10614.00,0,0,0
2,11248.00,77205.00,2024.00,0,0,0
2,11817.00,71391.00,846.00,0,0,0
2,45900.00,47654.00,9560.00,0,0,0
2,15979.00,67309.00,3267.00,0,0,0
2,58853.00,65550.00,13674.00,0,0,0
2,45654.00,80091.00,12258.00,0,0,0
2,45482.00,62927.00,7036.00,0,0,0
2,38440.00,73269.00,5073.00,0,0,0
2,42804.00,37261.00,10564.00,0,0,0
2,31404.00,91876.00,11693.00,0,0,0
2,35510.00,75837.00,5858.00,0,0,0
2,13560.00,55042.00,4149.00,0,0,0
2,61050.00,51285.00,17518.00,0,0,0
2,43042.00,83688.00,11556.00,0,0,0
2,13082.00,72350.00,1019.00,0,0,0
2,44697.00,73254.00,6788.00,0,0,0
2,19771.00,50365.00,10163.00,0,0,0
2,10893.00,65150.00,3168.00,0,0,0
2,43851.00,42343.00,10727.00,0,0,0
2,23894.00,58870.00,6184.00,0,0,0
2,25826.00,49790.00,9175.00,0,0,0
2,45294.00,82490.00,12299.00,0,0,0
2,22685.00,55695.00,7542.00,0,0,0
2,18839.00,88471.00,11873.00,0,0,0
2,49994.00,79114.00,13250.00,0,0,0
2,50268.00,71189.00,11401.00,0,0,0
2,57336.46,50535.62,16127.19,0,0,0
2,63284.00,52550.00,18838.00,0,0,0
2,21567.00,56017.00,7515.00,0,0,0
2,17523.00,51737.00,10505.00,0,0,0
2,32413.55,42508.94,11798.40,0,0,0
2,21837.00,82030.00,8696.00,0,0,0
2,32773.43,77772.29,8537.36,0,0,0
2,48160.00,64878.00,9030.00,0,0,0
2,48701.00,73884.00,10772.00,0,0,0
2,14167.00,75691.00,4293.00,0,0,0
2,28639.00,91733.00,14809.00,0,0,0
2,5380.00,66813.00,1194.00,0,0,0
2,65763.00,59068.00,18727.00,0,0,0
2,26620.00,56641.00,10562.00,0,0,0
2,47834.00,58848.00,11695.00,0,0,0
